year,location,mileage,engine_capacity,transmission,service_history,drive_type,regional_specs,owners,fuel_type,cylinders,doors,seats,condition,modifications,name,aed_price,colour
2022,Ras Al Khor,0,2393,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,4,4,6 Seater,N/A,N/A,New Toyota Hilux  2.4L GL 2 Double Cab M/T (4x4) 2022,"109,000",White
2018,Abu Dhabi,"224,648",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,Minor wear and tear,N/A,Used Chevrolet Aveo 2018,"6,100",Black
2016,Mohammed Bin Zayed City,"245,000",1598,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,5,5 Seater,Perfect inside out,No,Used Chery Tiggo3 1.6L Full leather Tinted Glass A/T 2016,"13,000",Gold
2008,Abu Dhabi,"303,732",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,4 Seater,Minor wear and tear,N/A,Used Chevrolet Caprice 2008,"1,300",White
2014,Souq Al Haraj,"95,000",4800,Automatic,N/A,All Wheel Drive,Other Specs,1,Petrol,8,4,4 Seater,Perfect inside out,N/A,Used Porsche Panamera GTS 2014,"128,000",White
2021,Sharjah,"22,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,4,N/A,N/A,Perfect inside out,N/A,Used RAM 1500 2021,"158,000",White
2011,Dubai,"327,150",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,7 Seater,Minor wear and tear,N/A,Used Nissan Patrol 2011,"12,700",White
2023,Souq Al Haraj,"1,200",5300,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,8,5,8+ Seater,N/A,N/A,Used Chevrolet Tahoe 5.3L Z71 4WD  2023,"225,000",White
2014,Sharjah,"130,000",N/A,Automatic,N/A,Drive,Not Sure,N/A,Petrol,Not Sure,4,N/A,Perfect inside out,N/A,Used Lexus GS 350 2014,"51,000",Black
2014,Abu Dhabi,"291,536",N/A,Automatic,N/A,All Wheel Drive,En,N/A,Petrol,6,4,7 Seater,Minor wear and tear,N/A,Used Nissan Patrol 2014,"19,000",White
2015,Abu Dhabi,"260,982",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,4 Seater,Minor wear and tear,N/A,Used Nissan Patrol 2015,"26,800",White
2019,New Industrial City,"54,000",2500,CVT,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan Altima 2.5 S 2019,"45,000",Blue
2013,Abu Dhabi,"260,563",N/A,Automatic,N/A,All Wheel Drive,En,N/A,Petrol,6,4,7 Seater,Minor wear and tear,N/A,Used Lexus LX 570 2013,"72,600",Gold
2022,Ras Al Khor,0,3300,Automatic,N/A,All Wheel Drive,European Specs,N/A,Diesel,6,4,8 Seater,N/A,N/A,New Lexus LX 2022,"565,000",White
2022,Ras Al Khor,0,2487,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Hybrid,4,4,5 Seater,N/A,N/A,New Toyota Camry 2.5L GLE HEV 2022,"102,000",White
2015,Dubai,"144,760",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Infiniti QX50 2015,"59,899",White
2019,Dubai,"57,031",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Renault Symbol 2019,"27,999",Black
2018,Dubai,"143,780",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Jeep Grand Cherokee 2018,"103,899",Blue
2018,Dubai,"116,560",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mitsubishi ASX 2018,"56,111",White
2019,Dubai,"117,512",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Corolla 2019,"59,899",Black
2016,Sharjah,"115,000",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mitsubishi Lancer EX 2.0L 2016,"23,500",White
2016,Dubai,"145,381",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Honda Accord 2016,"58,899",White
2020,Dubai,"106,324",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Nissan Sunny 2020,"39,199",White
2013,Abu Dhabi,"260,563",N/A,Automatic,N/A,All Wheel Drive,En,N/A,Petrol,6,4,7 Seater,Minor wear and tear,N/A,Used Lexus LX 570 2013,"72,600",Gold
2017,Abu Dhabi,"459,670",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,4 Seater,Normal wear and tear with a few issues,N/A,Used Hyundai Sonata 2017,"15,000",White
2017,Abu Dhabi,"506,525",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,4 Seater,Minor wear and tear,N/A,Used Hyundai Sonata 2017,"15,000",White
2020,Sharjah Airport Free Zone,"42,000",N/A,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Ford EcoSport 2020,"46,500",Blue
2022,Souq Al Haraj,"37,000",1500,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Chevrolet Captiva  1.5T LT 2022,"54,000",Red
2021,Souq Al Haraj,"61,000",1500,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Chevrolet Captiva 1.5T LT 2021,"58,000",White
2004,Ras Al Khaimah,"272,457",N/A,Automatic,N/A,Drive,Japanese Specs,N/A,Petrol,4,4,5 Seater,Minor wear and tear,N/A,Used Nissan Sunny 2004,"7,000",Silver
2005,Al Nahyan,"411,400",4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser  4.0 GXR 2005,"33,500",White
2016,Ras Al Khaimah,0,1798,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,New Nissan Sentra 1.8L S 2016,"24,000",White
2023,Dubai,0,1500,CVT,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,5,7 Seater,Perfect inside out,N/A,New Chevrolet Captiva  1.5T Premier (7seats) 2023,"72,900",Black
2021,Souq Al Haraj,"27,000",1800,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz C-Class  C 200 2021,"186,000",White
2014,Airport Street,"215,000",5000,Automatic,Yes,All Wheel Drive,GCC Specs,1,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport  Supercharged  2014,"99,000",Red
2020,Dubai,"60,626",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,N/A,N/A,Used Mitsubishi Pajero 2020,"79,899",White
2021,Dubai,"56,000",1600,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Hyundai Venue 1.6L SE 2021,"42,500",Black
2020,Dubai,"21,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Kia Optima 2.4L EX 2020,"46,000",Red
2018,Dubai,"69,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Kia Optima 4 Door 2.4L LX 2018,"31,000",Blue
2019,Dubai,"51,000",2400,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,7 Seater,Perfect inside out,N/A,Used Kia Sportage 2.4L GDI LX AWD   2019,"43,000",White
2019,Dubai,"50,000",2400,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,7 Seater,Perfect inside out,N/A,Used Kia Sportage 2.4L Top 2019,"43,000",Brown
2014,Dubai,"110,000",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Lexus IS  2014,"43,500",Red
2015,Dubai,"107,000",2500,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,4 Seater,Perfect inside out,N/A,Used Lexus IS  4 door 2.5L 2015,"49,500",Black
2016,Dubai,"86,000",1998,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Lexus IS 200t Classic 2016,"55,000",Gray
2013,Abu Dhabi,"197,000",5300,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,N/A,6 Seater,Perfect inside out,No,Used Chevrolet Silverado 5.3 V8 LT 2013,"35,000",Black
2022,Dubai,0,N/A,Automatic,N/A,Rear Wheel Drive,Other Specs,N/A,Electric,"N/A, Electric",4,5 Seater,Perfect inside out,N/A,New Tesla Model 3 Standard Range Plus 2022,"138,000",White
2022,Dubai,0,N/A,Automatic,N/A,Rear Wheel Drive,Other Specs,N/A,Electric,"N/A, Electric",4,4 Seater,Perfect inside out,N/A,New Volkswagen ID4 2022,"98,000",White
2003,Abu Hail,"276,000",1800,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Camry 2003,"11,000",White
2006,Dubai,"16,789",5000,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport  Supercharged 2006,"14,000",Beige
2018,Al Quoz,"130,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Mazda 3 Sedan 1.6 2018,"39,000",Red
2022,Al Quoz,0,1500,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Jetour  X70 Plus 2022,"73,000",Gray
2015,Al Awir,"167,000",2700,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,5,N/A,Perfect inside out,N/A,Used Nissan Navara 2015,"27,500",White
2008,Al Awir,"167,000",2700,Manual,N/A,All Wheel Drive,GCC Specs,2,Diesel,4,5,N/A,Perfect inside out,N/A,Used Toyota Hilux 2008,"34,500",White
2020,Naemiyah,"109,000",2359,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Kia Optima  2.4L GDI 2020,"35,000",White
2018,Dubai,"65,950",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,N/A,N/A,N/A,N/A,Used Infiniti QX80 2018,"189,999",White
2013,Ras Al Khor,"102,000",1600,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Elantra 1.6L 2013,"16,500",Blue
2019,Sheikh Zayed Road,"28,000",5700,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Jeep Grand Cherokee 2019,"105,000",White
2013,Abu Dhabi,"97,000",1400,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,2,4 Seater,Perfect inside out,No,Used Fiat 500   1.4L Gucci 2013,"23,000",Black
2013,Abu Dhabi,"201,000",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,No,Used Volkswagen Golf GTI Hatchback 2013,"23,000",Gray
2008,Abu Dhabi,"252,000",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover 2008,"25,000",Silver
2007,Abu Dhabi,"92,000",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,8,2,N/A,Perfect inside out,No,Used Lexus SC 430 2007,"35,000",White
2007,Abu Dhabi,"193,000",5000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,No,Used Land Rover Range Rover Sport HSE 2007,"23,000",Black
2014,Abu Dhabi,"146,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,2,N/A,Perfect inside out,No,Used Volkswagen Scirocco R 2014,"35,000",Blue
2009,Abu Dhabi,"190,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,4,8 Seater,Perfect inside out,N/A,Used Nissan Armada 2009,"25,000",Brown
1997,Abu Dhabi,"226,427",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,8,2,9 Seater,Perfect inside out,Yes,Used Chevrolet Tahoe 1997,"30,000",Blue
1999,Abu Dhabi,"299,000",N/A,Automatic,N/A,Drive,En,N/A,N/A,N/A,N/A,3 Seater,Perfect inside out,N/A,Used GMC Sierra 1999,"25,000",Silver
2014,Abu Dhabi,"146,000",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,Perfect inside out,No,Used Nissan Pathfinder 2014,"40,000",White
2016,Nadd Al Hamar,"105,000",1600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mini Cooper S Countryman  Cooper S 2016,"45,000",Green
2014,Al Jarf,"164,000",2500,Manual,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima  2.5S 2014,"17,500",Black
2013,Al Muroor,"238,000",5000,Automatic,N/A,All Wheel Drive,GCC Specs,2,Petrol,8,4,N/A,Perfect inside out,N/A,Used Land Rover Range Rover Sport  HSE 2013,"38,000",White
2016,Ajman,"99,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan Altima  2.5 S 2016,"23,500",Red
2020,Sharjah Airport Free Zone,"44,000",2400,Automatic,N/A,All Wheel Drive,American Specs,2,Petrol,4,2,N/A,Perfect inside out,N/A,Used Ford Mustang 2020,"63,000",Red
2013,Al Barsha,"95,000",3000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,No,Used Audi A8 L  3.0L (290 HP) 2013,"55,000",Tan
2019,Al Bustan,"112,000",1600,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Optima 2019,"54,000",White
2012,Al Karamah,"150,000",1498,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Micra  1.5L SV 2012,"13,000",White
2013,Dubai,"167,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,Minor wear and tear,N/A,Used Hyundai Sonata 2013,"19,500",White
2017,Al Barsha,"69,000",1984,Automatic,Yes,Front Wheel Drive,Other Specs,1,Petrol,4,3,4 Seater,Perfect inside out,No,Used Volkswagen Beetle  2.0L S 2017,"44,000",Black
2016,Dubai Land,"150,000",2000,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Renault Duster 2.0L SE 4x4 2016,"24,000",Black
2018,Al Qusais,"151,000",2995,Automatic,N/A,All Wheel Drive,GCC Specs,1,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover  3.0L SC V6 HSE (380 PS) 2018,"220,000",Black
2021,Sharjah,"30,000",1800,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Corolla 1.8L 2021,"52,000",White
2018,Dubai,"171,000",5700,Automatic,Yes,Rear Wheel Drive,American Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Dodge Charger 5.7L R/T 2018,"52,500",Black
2014,Dubai,"170,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz S-Class 2014,"107,500",Black
2019,Dubai,"65,000",1600,Manual,Yes,Front Wheel Drive,American Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Mini Cooper S Countryman Cooper S 2019,"62,500",White
2018,Dubai,"115,000",N/A,Automatic,Yes,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Dodge Charger 2018,"68,500",Silver
2015,Dubai,"192,000",3995,Manual,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Audi S8  4.0 V8 2015,"105,000",White
2014,Dubai,"213,000",5000,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport Supercharged 2014,"102,500",White
2018,Dubai,"44,000",1991,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLA 2018,"71,500",Black
2014,Dubai,"177,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Minor wear and tear,N/A,Used Porsche Cayenne 2014,"63,500",White
2013,Dubai,"142,000",N/A,Automatic,Yes,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used BMW X6 2013,"46,500",White
2016,Dubai Silicon Oasis,"130,000",1600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Renault Duster SE 4X4 2016,"23,000",Bronze
2018,Al Quoz,"204,000",2500,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan X-Trail  2.5 S 4WD 2018,"57,000",White
2011,Abu Hail,"217,585",3600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Cadillac CTS  3.6L Luxury 2011,"16,500",Gray
2017,Sharjah,"102,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima 2.5 SL 2017,"25,500",Black
2018,Al Muwaiji,"350,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Sonata 2018,"39,000",Silver
2012,Naemiyah,120,3600,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,2,2 Seater,Perfect inside out,N/A,Used Dodge Challenger  SE Sport 3.6L 2012,"31,000",Black
2013,Al Jimi,"160,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima 2.5 SV 2013,"20,000",Black
2021,Sharjah,"25,500",2000,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Lexus NX 300 F Sport 2021,"119,000",Black
2019,Sharjah,"50,800",2000,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz C-Class 2019,"108,000",Black
2019,Sharjah,"60,000",1998,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Lexus NX 2019,"98,000",White
2019,Sharjah,"90,000",3500,Automatic,N/A,Drive,American Specs,N/A,Petrol,6,5,N/A,Perfect inside out,N/A,Used Lexus RX 350 2019,"128,000",Black
2022,Sharjah,"36,400",2500,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Hyundai Tucson 2022,"79,000",Gray
2015,Dubai,"171,000",1984,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Audi Q5 2.0 TFSI S-Line 2015,"49,500",Gray
2016,Dubai,"220,000",3498,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,Perfect inside out,N/A,Used Nissan Pathfinder 3.5L S 4WD 2016,"49,500",Red
2015,Dubai,"182,000",N/A,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Infiniti QX70 2015,"46,500",Black
2015,Dubai,"141,000",5552,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,8 Seater,Perfect inside out,N/A,Used Nissan Armada  5.6 LE 2015,"44,500",White
2018,Dubai,"138,000",2500,Automatic,Yes,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Ford Escape 2.5L Titanium 2018,"41,500",Silver
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,New Lexus LX 2023,"528,000",White
2020,Sharjah,"81,000",N/A,Automatic,N/A,Front Wheel Drive,En,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Chevrolet Malibu 2.0L Turbo Premier  2020,"43,000",Black
2023,Ras Al Khor,0,4000,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,4,5 Seater,N/A,N/A,New Mercedes-Benz G-Class  G 500 2023,Call for Price,Black
2023,Ras Al Khor,0,2400,Automatic,N/A,All Wheel Drive,European Specs,N/A,Diesel,4,4,3 Seater,N/A,N/A,New Mitsubishi L200 2023,"103,000",Silver
2023,Ras Al Khor,0,2487,Automatic,N/A,Front Wheel Drive,Canadian Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,New Toyota Camry 2.5L SE 204 HP 2023,"124,000",White
2022,Sharjah,"36,400",2500,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Hyundai Tucson 2022,"79,000",Gray
2020,Sharjah,"55,500",2996,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLE-Class 450 4MATIC 2020,"236,000",White
2018,Dubai Marina,"52,500",3600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,4 Seater,Perfect inside out,N/A,Used Porsche Panamera  4 2018,"269,000",White
2020,Muwailih Commercial,"88,000",1800,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla  1.8L 2020,"44,500",White
2014,Muwailih Commercial,"230,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Hyundai Santa Fe  3.3L GLS S/R NAV DRL (AWD) 2014,"32,500",Black
2021,Abu Hail,"22,999",3498,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,N/A,5 Seater,Perfect inside out,No,Used Lexus IS-Series 2021,"138,000",White
2018,Emirates Hills,105,1800,Automatic,N/A,Front Wheel Drive,American Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Nissan Sentra  2.0L SR 2018,"26,500",Red
2019,Abu Dhabi,"114,500",N/A,Automatic,No,All Wheel Drive,GCC Specs,N/A,N/A,6,N/A,N/A,N/A,N/A,Used Mercedes-Benz GLE-Class 2019,"222,500",N/A
2014,Dubai,"49,900",N/A,Automatic,No,Rear Wheel Drive,Japanese Specs,N/A,N/A,6,N/A,N/A,N/A,N/A,Used Mercedes-Benz E-Class 2014,"75,000",N/A
2018,Dubai,"99,500",N/A,Automatic,No,Rear Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Honda Civic 2018,"56,500",N/A
2015,Dubai,"123,500",N/A,Automatic,Yes,Rear Wheel Drive,GCC Specs,N/A,N/A,6,N/A,N/A,N/A,N/A,Used Infiniti Q50 2015,"54,500",N/A
2023,Dubai,"30,000",N/A,Automatic,No,All Wheel Drive,GCC Specs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Used MG HS 2023,"92,500",N/A
2023,Ras Al Khor,0,2500,CVT,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,7 Seater,N/A,N/A,New Toyota Highlander  2.5L Hybrid Limited AWD  2023,Call for Price,White
2023,Ras Al Khor,0,2393,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,4,4,5 Seater,N/A,N/A,New Toyota Hilux  2.4L DLX Double Cab (DIesel) A/T (4x4) 2023,Call for Price,Gray
2023,Ras Al Khor,0,2393,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,4,4,5 Seater,N/A,N/A,New Toyota Hilux 2.4L S GLX Double Cab DSL A/T 4x4  2023,Call for Price,White
2023,Ras Al Khor,0,2500,CVT,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,7 Seater,N/A,N/A,New Toyota Highlander  2.5L Hybrid GLE (AWD) 2023,Call for Price,Black
2023,Ras Al Khor,0,3500,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,13 Seater,N/A,N/A,New Toyota Hiace  3.5L high roof commuter (13 seater) 2023,Call for Price,White
2023,Ras Al Khor,0,2400,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,4,4,5 Seater,N/A,N/A,New Mitsubishi L200 Double Cab 2023,Call for Price,White
2024,Ras Al Khor,0,1598,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,New Kia Sportage  1.6T-GDI SX (AWD) 2024,Call for Price,Gray
2023,Ras Al Khor,0,1600,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,New Hyundai Tucson  1.6L T-GDI (FWD) 2023,Call for Price,Teal
2023,Ras Al Khor,0,3500,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,8+ Seater,N/A,N/A,New Toyota Hiace  3.5L high roof commuter (13 seater) 2023,Call for Price,White
2023,Ras Al Khor,0,2755,Manual,N/A,Rear Wheel Drive,Other Specs,N/A,Diesel,4,4,8+ Seater,N/A,N/A,New Toyota Hiace  2.8L Van High Roof M/T DSL Swing 2023,Call for Price,White
2014,Dubai,"222,000",N/A,Automatic,No,All Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Nissan Sentra 2014,"19,500",Red
2018,Dubai,"47,000",N/A,Automatic,No,All Wheel Drive,GCC Specs,N/A,N/A,6,N/A,N/A,N/A,N/A,Used Mercedes-Benz G-Class 2018,"357,000",White
2014,Abu Dhabi,"149,000",N/A,Automatic,No,Rear Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Mini Countryman 2014,"38,500",N/A
2019,Dubai,"67,000",N/A,Automatic,Yes,Rear Wheel Drive,Canadian Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Honda Civic 2019,"39,500",N/A
2021,Abu Dhabi,"84,900",N/A,Automatic,Yes,Rear Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Skoda Kamiq 2021,"67,500",N/A
2019,Abu Dhabi,"123,300",N/A,Automatic,No,Rear Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Honda Odyssey 2019,"65,500",White
2016,Dubai,"213,500",N/A,Automatic,No,All Wheel Drive,GCC Specs,N/A,N/A,4,N/A,N/A,N/A,N/A,Used Nissan X-Trail 2016,"45,000",N/A
